OPERATEUR;FILIERE;Année;Code Région;Nom Région;CODE CATEGORIE CONSOMMATION;CODE GRAND SECTEUR;CODE SECTEUR NAF2;Nb sites;Conso totale (MWh);Conso moyenne (MWh);Nombre de mailles secretisées;Part thermosensible (%);Conso totale à usages thermosensibles (MWh);Conso totale à usages non thermosensibles (MWh);Thermosensibilité totale (kWh DJU);Conso totale corrigée de l'aléa climatique à usages thermosensibles (MWh);Conso moyenne à usages thermosensibles (MWh);Conso moyenne à usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh DJU);Conso moyenne corrigée de l'aléa climatique à usages thermosensibles (MWh);DJU à TR;DJU à TN;Nombre d'habitants;Taux de logements collectifs;Taux de résidences principales;Superficie des logements <30 m2;Superficie des logements 30 à 40 m2;Superficie des logements 40 à 60 m2;Superficie des logements 60 à 80 m2;Superficie des logements 80 à 100 m2;Superficie des logements >100 m2;Résidences principales avant 1919;Résidences principales de 1919 à 1945;Résidences principales de 1946 à 1970;Résidences principales de 1971 à 1990;Résidences principales de 1991 à 2005;Résidences principales de 2006 à 2015;Résidences principales après 2016;Taux de chauffage électrique
Regaz Bordeaux;Gaz;2013;75;Nouvelle-Aquitaine;ENT;INCONNU;;6;1672.9;278.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie Municipale Bazas-Energies;Gaz;2013;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;19;29011.98;1526.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz-électricité de Carmaux;Gaz;2013;76;Occitanie;RES;RESIDENTIEL;;6199;103387.0;16.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale multiservices de La Réole;Gaz;2013;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;;110;4544.53;41.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2013;44;Grand Est;ENT;AGRICULTURE;;13;16569.0;1274.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Réseau GDS;Gaz;2013;44;Grand Est;ENT;TERTIAIRE;;1408;2273554.0;1614.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIGF;Gaz;2013;75;Nouvelle-Aquitaine;ENT;AGRICULTURE;;15;180907.48;12060.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIGF;Gaz;2013;76;Occitanie;ENT;AGRICULTURE;;11;71155.58;6468.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vialis;Gaz;2013;44;Grand Est;ENT;INDUSTRIE;;215;257556.52;1197.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lavaur;Electricité;2013;76;Occitanie;RES;RESIDENTIEL;;6774;45861.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lavaur;Electricité;2013;76;Occitanie;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Centrale électrique Vonderscheer de Ville;Electricité;2013;44;Grand Est;ENT;INDUSTRIE;;5;357.0;71.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2013;76;Occitanie;ENT;AGRICULTURE;;23;1580.93;68.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2013;76;Occitanie;ENT;INDUSTRIE;;69;14540.72;210.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2013;76;Occitanie;ENT;TERTIAIRE;;266;66378.76;249.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2013;76;Occitanie;RES;RESIDENTIEL;;36376;277096.62;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2013;76;Occitanie;ENT;INCONNU;;22;691.96;31.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EdF-SEI;Electricité;2013;01;Guadeloupe;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electricité de Strasbourg;Electricité;2013;44;Grand Est;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;11;Île-de-France;ENT;AGRICULTURE;;798;61238.32;76.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;11;Île-de-France;ENT;INDUSTRIE;;11260;4867013.92;432.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;11;Île-de-France;RES;RESIDENTIEL;;6227307;32138552.26;5.0;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;24;Centre-Val de Loire;ENT;AGRICULTURE;;4383;340461.09;77.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;24;Centre-Val de Loire;ENT;INDUSTRIE;;3747;2971877.99;793.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;;5224;3964082.46;758.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;27;Bourgogne-Franche-Comté;ENT;INCONNU;;328;33719.17;102.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;28;Normandie;RES;RESIDENTIEL;;1895548;12010200.03;6.0;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;32;Hauts-de-France;ENT;AGRICULTURE;;1527;248972.6;163.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;44;Grand Est;ENT;INDUSTRIE;;6494;6492004.44;999.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;44;Grand Est;ENT;TERTIAIRE;;19248;4915626.03;255.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;44;Grand Est;ENT;INCONNU;;369;58899.1;159.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;52;Pays de la Loire;ENT;TERTIAIRE;;19060;4859570.29;254.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;52;Pays de la Loire;RES;RESIDENTIEL;;2109047;12956841.17;6.0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;53;Bretagne;ENT;TERTIAIRE;;16305;4295851.14;263.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;53;Bretagne;ENT;INCONNU;;185;9415.96;50.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;8420;4734433.97;562.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;;30327;7420703.96;244.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;76;Occitanie;ENT;AGRICULTURE;;3075;227730.33;74.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;76;Occitanie;ENT;INDUSTRIE;;8061;3498539.94;434.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;76;Occitanie;ENT;TERTIAIRE;;31224;7673434.7;245.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;76;Occitanie;ENT;INCONNU;;541;23512.31;43.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;;1899;195535.69;102.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;46097;11592901.43;251.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4481556;25330170.94;5.0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;93;Provence-Alpes-Côte d'Azur;RES;RESIDENTIEL;;3309578;19103371.88;5.0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enedis;Electricité;2013;93;Provence-Alpes-Côte d'Azur;ENT;INCONNU;;575;44691.3;77.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;;13;929.15;71.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;25793;201670.64;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies-services Sainte Marie aux Chênes;Electricité;2013;44;Grand Est;ENT;TERTIAIRE;;51;5525.0;108.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies et Services Sarre-Union;Electricité;2013;44;Grand Est;ENT;AGRICULTURE;;10;78.53;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies et Services Sarre-Union;Electricité;2013;44;Grand Est;ENT;INDUSTRIE;;13;14051.14;1080.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies et Services Sarre-Union;Electricité;2013;44;Grand Est;RES;RESIDENTIEL;;1502;6257.38;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies et Services ville d'Amneville;Electricité;2013;44;Grand Est;RES;RESIDENTIEL;;5464;27883.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Electricité;2013;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;5;5255.0;1051.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Electricité;2013;75;Nouvelle-Aquitaine;ENT;TERTIAIRE;;612;16907.0;27.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Electricité;2013;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;3268;14398.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Electricité;2013;32;Hauts-de-France;ENT;TERTIAIRE;;89;12050.0;135.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Electricité;2013;32;Hauts-de-France;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gignac Energie;Electricité;2013;76;Occitanie;RES;RESIDENTIEL;;2636;17582.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie de Pinsot;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;190;774.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie de Saint-Marcellin;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;12;11365.0;947.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie de Saint-Marcellin;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4548;24785.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie de Saint-Pierre-d'Allevard;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;129;1831.0;14.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie de Saint-Pierre-d'Allevard;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1237;8279.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie de Séchilienne;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;57;392.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie de Vinay;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;2;3777.0;1888.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Groupement Elise - Régie du Moutaret;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;133;826.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité d'Aigueblanche;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;1598;11837.0;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité d'Elbeuf;Electricité;2013;28;Normandie;RES;RESIDENTIEL;;9707;49860.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Roquebillière;Electricité;2013;93;Provence-Alpes-Côte d'Azur;ENT;AGRICULTURE;;5;22.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Saint-Quirc;Electricité;2013;76;Occitanie;ENT;AGRICULTURE;;9;58.56;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie d'électricité de Sainte Marie de Cuines;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie de Saint Paul Cap de Joux;Electricité;2013;76;Occitanie;ENT;TERTIAIRE;;2;88.0;44.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie du syndicat intercommunal d'électricité de la vallée de Thônes;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;87;35267.12;405.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie du syndicat intercommunal d'électricité de la vallée de Thônes;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;420;50556.67;120.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique d'Avrieux;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;321;4025.22;12.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Bozel;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;195;4863.63;24.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Prats-de-Mollo-la-Preste;Electricité;2013;76;Occitanie;RES;RESIDENTIEL;;1153;4700.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Prats-de-Mollo-la-Preste;Electricité;2013;76;Occitanie;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Saint Laurent de Cerdans;Electricité;2013;76;Occitanie;ENT;AGRICULTURE;;6;92020.0;15336.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Saint Laurent de Cerdans;Electricité;2013;76;Occitanie;ENT;INDUSTRIE;;250;89150.0;356.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Saint Laurent de Cerdans;Electricité;2013;76;Occitanie;RES;RESIDENTIEL;;739;3597225.0;4867.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Tignes;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;42;610.0;14.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Tignes;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;517;56508.0;109.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique de Tignes;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;5638;10927.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie électrique municipale de Fontaine-au-Pire;Electricité;2013;32;Hauts-de-France;RES;RESIDENTIEL;;543;3068.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Allevard;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;353;12452.0;35.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Allevard;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;2781;13522.0;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2013;76;Occitanie;ENT;INDUSTRIE;;1;99.0;99.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Dalou;Electricité;2013;76;Occitanie;ENT;TERTIAIRE;;6;36.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Dalou;Electricité;2013;76;Occitanie;ENT;INCONNU;;14;146.0;10.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Gandrange;Electricité;2013;44;Grand Est;RES;RESIDENTIEL;;1699;5599.0;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Chambre;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;1;1833.0;1833.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de la Ferrière;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;774;2117.0;2.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2013;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;1116;4602.6;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2013;76;Occitanie;ENT;INDUSTRIE;;14;8612.0;615.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Quie;Electricité;2013;76;Occitanie;RES;RESIDENTIEL;;180;1007.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint Martin sur La Chambre;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint Martin sur La Chambre;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;17;477.0;28.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2013;76;Occitanie;ENT;AGRICULTURE;;61;451.78;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2013;76;Occitanie;ENT;INDUSTRIE;;11;6547.32;595.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2013;76;Occitanie;RES;RESIDENTIEL;;2212;10918.4;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2013;76;Occitanie;ENT;INCONNU;;20;339.89;16.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariège;Electricité;2013;76;Occitanie;ENT;TERTIAIRE;;299;5391.0;18.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariège;Electricité;2013;76;Occitanie;ENT;INCONNU;;98;1119.0;11.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tours en Savoie;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;;23;222.0;9.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tours en Savoie;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;14;124.0;8.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale de Saint-Avre;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;1;311.0;311.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale gaz-électricité de Carmaux;Electricité;2013;76;Occitanie;ENT;INCONNU;;69;7754.0;112.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale multiservices de La Réole;Electricité;2013;75;Nouvelle-Aquitaine;ENT;INCONNU;;2;9.91;4.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régies municipales d'électricité de Cazeres;Electricité;2013;76;Occitanie;RES;RESIDENTIEL;;2720;14443.0;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RME et de télédistribution de Clouange;Electricité;2013;44;Grand Est;ENT;TERTIAIRE;;21;5193.0;247.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RME et de télédistribution de Clouange;Electricité;2013;44;Grand Est;RES;RESIDENTIEL;;2570;8958.0;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;11;Île-de-France;ENT;INDUSTRIE;;45;3219410.31;71542.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;11;Île-de-France;ENT;TERTIAIRE;;82;3868405.19;47175.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;24;Centre-Val de Loire;ENT;INDUSTRIE;;21;863663.76;41126.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;24;Centre-Val de Loire;ENT;TERTIAIRE;;52;613661.17;11801.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;28;Normandie;ENT;TERTIAIRE;;13;172796.28;13292.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;32;Hauts-de-France;ENT;INDUSTRIE;;104;11982269.28;115214.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;53;Bretagne;ENT;TERTIAIRE;;6;127973.75;21328.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;53;3057638.82;57691.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;76;Occitanie;ENT;TERTIAIRE;;97;505419.38;5210.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;126;9190682.97;72941.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTE;Electricité;2013;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;;39;6248085.87;160207.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de la Somme et du Cambraisis;Electricité;2013;32;Hauts-de-France;ENT;AGRICULTURE;;274;41478.0;151.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SICAE de la Somme et du Cambraisis;Electricité;2013;32;Hauts-de-France;RES;RESIDENTIEL;;29515;206523.0;6.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syndicat d'électricité synergie Maurienne;Electricité;2013;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;43;2923.544;67.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syndicat d'électricité synergie Maurienne;Electricité;2013;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;2567;14494.042;5.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vialis;Electricité;2013;44;Grand Est;RES;RESIDENTIEL;;36492;115455.5;3.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2012;75;Nouvelle-Aquitaine;ENT;AGRICULTURE;;25;2952.0;118.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2012;75;Nouvelle-Aquitaine;ENT;INDUSTRIE;;28;40205.0;1435.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2012;75;Nouvelle-Aquitaine;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2012;76;Occitanie;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2012;76;Occitanie;ENT;INDUSTRIE;;1;12147.0;12147.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gascogne Energies Services;Gaz;2012;76;Occitanie;ENT;INCONNU;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Gaz;2012;32;Hauts-de-France;ENT;AGRICULTURE;;;;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gazelec de Péronne;Gaz;2012;32;Hauts-de-France;ENT;TERTIAIRE;;232;16813.0;72.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;11;Île-de-France;ENT;AGRICULTURE;;108;137766.0;1275.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;11;Île-de-France;RES;RESIDENTIEL;;2624347;45363643.0;17.0;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;24;Centre-Val de Loire;ENT;INCONNU;;50;103807.0;2076.0;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;;836;3270407.0;3911.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;28;Normandie;ENT;AGRICULTURE;;37;32546.0;879.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;28;Normandie;ENT;INCONNU;;77;99719.0;1295.0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;52;Pays de la Loire;ENT;TERTIAIRE;;2905;3146003.0;1082.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;75;Nouvelle-Aquitaine;ENT;AGRICULTURE;;166;190083.0;1145.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;730835;12121465.0;16.0;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;76;Occitanie;ENT;INDUSTRIE;;677;2848558.0;4207.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;;2248;7367800.0;3277.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1240409;21943078.0;17.0;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;361;291987.0;808.0;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;93;Provence-Alpes-Côte d'Azur;ENT;AGRICULTURE;;193;391051.0;2026.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;93;Provence-Alpes-Côte d'Azur;ENT;INDUSTRIE;;424;1730889.0;4082.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2012;93;Provence-Alpes-Côte d'Azur;RES;RESIDENTIEL;;749110;9008059.0;12.0;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
